node_id,x,y
N_18_98,18.0,98.0
N_18_99,18.0,99.0
N_19_0,19.0,0.0
N_19_1,19.0,1.0
N_19_10,19.0,10.0
N_19_11,19.0,11.0
N_19_12,19.0,12.0
N_19_13,19.0,13.0
N_19_14,19.0,14.0
N_19_15,19.0,15.0
N_19_16,19.0,16.0
N_19_17,19.0,17.0
N_19_18,19.0,18.0
N_19_19,19.0,19.0
N_19_2,19.0,2.0
N_19_20,19.0,20.0
N_19_21,19.0,21.0
N_19_22,19.0,22.0
N_19_23,19.0,23.0
N_19_24,19.0,24.0
N_19_25,19.0,25.0
N_19_26,19.0,26.0
N_19_27,19.0,27.0
N_19_28,19.0,28.0
N_19_29,19.0,29.0
N_19_3,19.0,3.0
N_19_30,19.0,30.0
N_19_31,19.0,31.0
N_19_32,19.0,32.0
N_19_33,19.0,33.0
N_19_34,19.0,34.0
N_19_35,19.0,35.0
N_19_36,19.0,36.0
N_19_37,19.0,37.0
N_19_38,19.0,38.0
N_19_39,19.0,39.0
N_19_4,19.0,4.0
N_19_40,19.0,40.0
N_19_41,19.0,41.0
N_19_42,19.0,42.0
N_19_43,19.0,43.0
N_19_44,19.0,44.0
N_19_45,19.0,45.0
N_19_46,19.0,46.0
N_19_47,19.0,47.0
N_19_48,19.0,48.0
N_19_49,19.0,49.0
N_19_5,19.0,5.0
N_19_50,19.0,50.0
N_19_51,19.0,51.0
N_19_52,19.0,52.0
N_19_53,19.0,53.0
N_19_54,19.0,54.0
N_19_55,19.0,55.0
N_19_56,19.0,56.0
N_19_57,19.0,57.0
N_19_58,19.0,58.0
N_19_59,19.0,59.0
N_19_6,19.0,6.0
N_19_60,19.0,60.0
N_19_61,19.0,61.0
N_19_62,19.0,62.0
N_19_63,19.0,63.0
N_19_64,19.0,64.0
N_19_65,19.0,65.0
N_19_66,19.0,66.0
N_19_67,19.0,67.0
N_19_68,19.0,68.0
N_19_69,19.0,69.0
N_19_7,19.0,7.0
N_19_70,19.0,70.0
N_19_71,19.0,71.0
N_19_72,19.0,72.0
N_19_73,19.0,73.0
N_19_74,19.0,74.0
N_19_75,19.0,75.0
N_19_76,19.0,76.0
N_19_77,19.0,77.0
N_19_78,19.0,78.0
N_19_79,19.0,79.0
N_19_8,19.0,8.0
N_19_80,19.0,80.0
N_19_81,19.0,81.0
N_19_82,19.0,82.0
N_19_83,19.0,83.0
N_19_84,19.0,84.0
N_19_85,19.0,85.0
N_19_86,19.0,86.0
N_19_87,19.0,87.0
N_19_88,19.0,88.0
N_19_89,19.0,89.0
N_19_9,19.0,9.0
N_19_90,19.0,90.0
N_19_91,19.0,91.0
N_19_92,19.0,92.0
N_19_93,19.0,93.0
N_19_94,19.0,94.0
N_19_95,19.0,95.0
N_19_96,19.0,96.0
N_19_97,19.0,97.0
N_19_98,19.0,98.0
N_19_99,19.0,99.0
N_1_0,1.0,0.0
N_1_1,1.0,1.0
N_1_10,1.0,10.0
N_1_11,1.0,11.0
N_1_12,1.0,12.0
N_1_13,1.0,13.0
N_1_14,1.0,14.0
N_1_15,1.0,15.0
N_1_16,1.0,16.0
N_1_17,1.0,17.0
N_1_18,1.0,18.0
N_1_19,1.0,19.0
N_1_2,1.0,2.0
N_1_20,1.0,20.0
N_1_21,1.0,21.0
N_1_22,1.0,22.0
N_1_23,1.0,23.0
N_1_24,1.0,24.0
N_1_25,1.0,25.0
N_1_26,1.0,26.0
N_1_27,1.0,27.0
N_1_28,1.0,28.0
N_1_29,1.0,29.0
N_1_3,1.0,3.0
N_1_30,1.0,30.0
N_1_31,1.0,31.0
N_1_32,1.0,32.0
N_1_33,1.0,33.0
N_1_34,1.0,34.0
N_1_35,1.0,35.0
N_1_36,1.0,36.0
N_1_37,1.0,37.0
N_1_38,1.0,38.0
N_1_39,1.0,39.0
N_1_4,1.0,4.0
N_1_40,1.0,40.0
N_1_41,1.0,41.0
N_1_42,1.0,42.0
N_1_43,1.0,43.0
N_1_44,1.0,44.0
N_1_45,1.0,45.0
N_1_46,1.0,46.0
N_1_47,1.0,47.0
N_1_48,1.0,48.0
N_1_49,1.0,49.0
N_1_5,1.0,5.0
N_1_50,1.0,50.0
N_1_51,1.0,51.0
N_1_52,1.0,52.0
N_1_53,1.0,53.0
N_1_54,1.0,54.0
N_1_55,1.0,55.0
N_1_56,1.0,56.0
N_1_57,1.0,57.0
N_1_58,1.0,58.0
N_1_59,1.0,59.0
N_1_6,1.0,6.0
N_1_60,1.0,60.0
N_1_61,1.0,61.0
N_1_62,1.0,62.0
N_1_63,1.0,63.0
N_1_64,1.0,64.0
N_1_65,1.0,65.0
N_1_66,1.0,66.0
N_1_67,1.0,67.0
N_1_68,1.0,68.0
N_1_69,1.0,69.0
N_1_7,1.0,7.0
N_1_70,1.0,70.0
N_1_71,1.0,71.0
N_1_72,1.0,72.0
N_1_73,1.0,73.0
N_1_74,1.0,74.0
N_1_75,1.0,75.0
N_1_76,1.0,76.0
N_1_77,1.0,77.0
N_1_78,1.0,78.0
N_1_79,1.0,79.0
N_1_8,1.0,8.0
N_1_80,1.0,80.0
N_1_81,1.0,81.0
N_1_82,1.0,82.0
N_1_83,1.0,83.0
N_1_84,1.0,84.0
N_1_85,1.0,85.0
N_1_86,1.0,86.0
N_1_87,1.0,87.0
N_1_88,1.0,88.0
N_1_89,1.0,89.0
N_1_9,1.0,9.0
N_1_90,1.0,90.0
N_1_91,1.0,91.0
N_1_92,1.0,92.0
N_1_93,1.0,93.0
N_1_94,1.0,94.0
N_1_95,1.0,95.0
N_1_96,1.0,96.0
N_1_97,1.0,97.0
N_1_98,1.0,98.0
N_1_99,1.0,99.0
N_20_0,20.0,0.0
N_20_1,20.0,1.0
N_20_10,20.0,10.0
N_20_11,20.0,11.0
N_20_12,20.0,12.0
N_20_13,20.0,13.0
N_20_14,20.0,14.0
N_20_15,20.0,15.0
N_20_16,20.0,16.0
N_20_17,20.0,17.0
N_20_18,20.0,18.0
N_20_19,20.0,19.0
N_20_2,20.0,2.0
N_20_20,20.0,20.0
N_20_21,20.0,21.0
N_20_22,20.0,22.0
N_20_23,20.0,23.0
N_20_24,20.0,24.0
N_20_25,20.0,25.0
N_20_26,20.0,26.0
N_20_27,20.0,27.0
N_20_28,20.0,28.0
N_20_29,20.0,29.0
N_20_3,20.0,3.0
N_20_30,20.0,30.0
N_20_31,20.0,31.0
N_20_32,20.0,32.0
N_20_33,20.0,33.0
N_20_34,20.0,34.0
N_20_35,20.0,35.0
N_20_36,20.0,36.0
N_20_37,20.0,37.0
N_20_38,20.0,38.0
N_20_39,20.0,39.0
N_20_4,20.0,4.0
N_20_40,20.0,40.0
N_20_41,20.0,41.0
N_20_42,20.0,42.0
N_20_43,20.0,43.0
N_20_44,20.0,44.0
N_20_45,20.0,45.0
N_20_46,20.0,46.0
N_20_47,20.0,47.0
N_20_48,20.0,48.0
N_20_49,20.0,49.0
N_20_5,20.0,5.0
N_20_50,20.0,50.0
N_20_51,20.0,51.0
N_20_52,20.0,52.0
N_20_53,20.0,53.0
N_20_54,20.0,54.0
N_20_55,20.0,55.0
N_20_56,20.0,56.0
N_20_57,20.0,57.0
N_20_58,20.0,58.0
N_20_59,20.0,59.0
N_20_6,20.0,6.0
N_20_60,20.0,60.0
N_20_61,20.0,61.0
N_20_62,20.0,62.0
N_20_63,20.0,63.0
N_20_64,20.0,64.0
N_20_65,20.0,65.0
N_20_66,20.0,66.0
N_20_67,20.0,67.0
N_20_68,20.0,68.0
N_20_69,20.0,69.0
N_20_7,20.0,7.0
N_20_70,20.0,70.0
N_20_71,20.0,71.0
N_20_72,20.0,72.0
N_20_73,20.0,73.0
N_20_74,20.0,74.0
N_20_75,20.0,75.0
N_20_76,20.0,76.0
N_20_77,20.0,77.0
N_20_78,20.0,78.0
N_20_79,20.0,79.0
N_20_8,20.0,8.0
N_20_80,20.0,80.0
N_20_81,20.0,81.0
N_20_82,20.0,82.0
N_20_83,20.0,83.0
N_20_84,20.0,84.0
N_20_85,20.0,85.0
N_20_86,20.0,86.0
N_20_87,20.0,87.0
N_20_88,20.0,88.0
N_20_89,20.0,89.0
N_20_9,20.0,9.0
N_20_90,20.0,90.0
N_20_91,20.0,91.0
N_20_92,20.0,92.0
N_20_93,20.0,93.0
N_20_94,20.0,94.0
N_20_95,20.0,95.0
N_20_96,20.0,96.0
N_20_97,20.0,97.0
N_20_98,20.0,98.0
N_20_99,20.0,99.0
N_21_0,21.0,0.0
N_21_1,21.0,1.0
N_21_10,21.0,10.0
N_21_11,21.0,11.0
N_21_12,21.0,12.0
N_21_13,21.0,13.0
N_21_14,21.0,14.0
N_21_15,21.0,15.0
N_21_16,21.0,16.0
N_21_17,21.0,17.0
N_21_18,21.0,18.0
N_21_19,21.0,19.0
N_21_2,21.0,2.0
N_21_20,21.0,20.0
N_21_21,21.0,21.0
N_21_22,21.0,22.0
N_21_23,21.0,23.0
N_21_24,21.0,24.0
N_21_25,21.0,25.0
N_21_26,21.0,26.0
N_21_27,21.0,27.0
N_21_28,21.0,28.0
N_21_29,21.0,29.0
N_21_3,21.0,3.0
N_21_30,21.0,30.0
N_21_31,21.0,31.0
N_21_32,21.0,32.0
N_21_33,21.0,33.0
N_21_34,21.0,34.0
N_21_35,21.0,35.0
N_21_36,21.0,36.0
N_21_37,21.0,37.0
N_21_38,21.0,38.0
N_21_39,21.0,39.0
N_21_4,21.0,4.0
N_21_40,21.0,40.0
N_21_41,21.0,41.0
N_21_42,21.0,42.0
N_21_43,21.0,43.0
N_21_44,21.0,44.0
N_21_45,21.0,45.0
N_21_46,21.0,46.0
N_21_47,21.0,47.0
N_21_48,21.0,48.0
N_21_49,21.0,49.0
N_21_5,21.0,5.0
N_21_50,21.0,50.0
N_21_51,21.0,51.0
N_21_52,21.0,52.0
N_21_53,21.0,53.0
N_21_54,21.0,54.0
N_21_55,21.0,55.0
N_21_56,21.0,56.0
N_21_57,21.0,57.0
N_21_58,21.0,58.0
N_21_59,21.0,59.0
N_21_6,21.0,6.0
N_21_60,21.0,60.0
N_21_61,21.0,61.0
N_21_62,21.0,62.0
N_21_63,21.0,63.0
N_21_64,21.0,64.0
N_21_65,21.0,65.0
N_21_66,21.0,66.0
N_21_67,21.0,67.0
N_21_68,21.0,68.0
N_21_69,21.0,69.0
N_21_7,21.0,7.0
N_21_70,21.0,70.0
N_21_71,21.0,71.0
N_21_72,21.0,72.0
N_21_73,21.0,73.0
N_21_74,21.0,74.0
N_21_75,21.0,75.0
N_21_76,21.0,76.0
N_21_77,21.0,77.0
N_21_78,21.0,78.0
N_21_79,21.0,79.0
N_21_8,21.0,8.0
N_21_80,21.0,80.0
N_21_81,21.0,81.0
N_21_82,21.0,82.0
N_21_83,21.0,83.0
N_21_84,21.0,84.0
N_21_85,21.0,85.0
N_21_86,21.0,86.0
N_21_87,21.0,87.0
N_21_88,21.0,88.0
N_21_89,21.0,89.0
N_21_9,21.0,9.0
N_21_90,21.0,90.0
N_21_91,21.0,91.0
N_21_92,21.0,92.0
N_21_93,21.0,93.0
N_21_94,21.0,94.0
N_21_95,21.0,95.0
N_21_96,21.0,96.0
N_21_97,21.0,97.0
N_21_98,21.0,98.0
N_21_99,21.0,99.0
N_22_0,22.0,0.0
N_22_1,22.0,1.0
N_22_10,22.0,10.0
N_22_11,22.0,11.0
N_22_12,22.0,12.0
N_22_13,22.0,13.0
N_22_14,22.0,14.0
N_22_15,22.0,15.0
N_22_16,22.0,16.0
N_22_17,22.0,17.0
N_22_18,22.0,18.0
N_22_19,22.0,19.0
N_22_2,22.0,2.0
N_22_20,22.0,20.0
N_22_21,22.0,21.0
N_22_22,22.0,22.0
N_22_23,22.0,23.0
N_22_24,22.0,24.0
N_22_25,22.0,25.0
N_22_26,22.0,26.0
N_22_27,22.0,27.0
N_22_28,22.0,28.0
N_22_29,22.0,29.0
N_22_3,22.0,3.0
N_22_30,22.0,30.0
N_22_31,22.0,31.0
N_22_32,22.0,32.0
N_22_33,22.0,33.0
N_22_34,22.0,34.0
N_22_35,22.0,35.0
N_22_36,22.0,36.0
N_22_37,22.0,37.0
N_22_38,22.0,38.0
N_22_39,22.0,39.0
N_22_4,22.0,4.0
N_22_40,22.0,40.0
N_22_41,22.0,41.0
N_22_42,22.0,42.0
N_22_43,22.0,43.0
N_22_44,22.0,44.0
N_22_45,22.0,45.0
N_22_46,22.0,46.0
N_22_47,22.0,47.0
N_22_48,22.0,48.0
N_22_49,22.0,49.0
N_22_5,22.0,5.0
N_22_50,22.0,50.0
N_22_51,22.0,51.0
N_22_52,22.0,52.0
N_22_53,22.0,53.0
N_22_54,22.0,54.0
N_22_55,22.0,55.0
N_22_56,22.0,56.0
N_22_57,22.0,57.0
N_22_58,22.0,58.0
N_22_59,22.0,59.0
N_22_6,22.0,6.0
N_22_60,22.0,60.0
N_22_61,22.0,61.0
N_22_62,22.0,62.0
N_22_63,22.0,63.0
N_22_64,22.0,64.0
N_22_65,22.0,65.0
N_22_66,22.0,66.0
N_22_67,22.0,67.0
N_22_68,22.0,68.0
N_22_69,22.0,69.0
N_22_7,22.0,7.0
N_22_70,22.0,70.0
N_22_71,22.0,71.0
N_22_72,22.0,72.0
N_22_73,22.0,73.0
N_22_74,22.0,74.0
N_22_75,22.0,75.0
N_22_76,22.0,76.0
N_22_77,22.0,77.0
N_22_78,22.0,78.0
N_22_79,22.0,79.0
N_22_8,22.0,8.0
N_22_80,22.0,80.0
N_22_81,22.0,81.0
N_22_82,22.0,82.0
N_22_83,22.0,83.0
N_22_84,22.0,84.0
N_22_85,22.0,85.0
N_22_86,22.0,86.0
N_22_87,22.0,87.0
N_22_88,22.0,88.0
N_22_89,22.0,89.0
N_22_9,22.0,9.0
N_22_90,22.0,90.0
N_22_91,22.0,91.0
N_22_92,22.0,92.0
N_22_93,22.0,93.0
N_22_94,22.0,94.0
N_22_95,22.0,95.0
N_22_96,22.0,96.0
N_22_97,22.0,97.0
N_22_98,22.0,98.0
N_22_99,22.0,99.0
N_23_0,23.0,0.0
N_23_1,23.0,1.0
N_23_10,23.0,10.0
N_23_11,23.0,11.0
N_23_12,23.0,12.0
N_23_13,23.0,13.0
N_23_14,23.0,14.0
N_23_15,23.0,15.0
N_23_16,23.0,16.0
N_23_17,23.0,17.0
N_23_18,23.0,18.0
N_23_19,23.0,19.0
N_23_2,23.0,2.0
N_23_20,23.0,20.0
N_23_21,23.0,21.0
N_23_22,23.0,22.0
N_23_23,23.0,23.0
N_23_24,23.0,24.0
N_23_25,23.0,25.0
N_23_26,23.0,26.0
N_23_27,23.0,27.0
N_23_28,23.0,28.0
N_23_29,23.0,29.0
N_23_3,23.0,3.0
N_23_30,23.0,30.0
N_23_31,23.0,31.0
N_23_32,23.0,32.0
N_23_33,23.0,33.0
N_23_34,23.0,34.0
N_23_35,23.0,35.0
N_23_36,23.0,36.0
N_23_37,23.0,37.0
N_23_38,23.0,38.0
N_23_39,23.0,39.0
N_23_4,23.0,4.0
N_23_40,23.0,40.0
N_23_41,23.0,41.0
N_23_42,23.0,42.0
N_23_43,23.0,43.0
N_23_44,23.0,44.0
N_23_45,23.0,45.0
N_23_46,23.0,46.0
N_23_47,23.0,47.0
N_23_48,23.0,48.0
N_23_49,23.0,49.0
N_23_5,23.0,5.0
N_23_50,23.0,50.0
N_23_51,23.0,51.0
N_23_52,23.0,52.0
N_23_53,23.0,53.0
N_23_54,23.0,54.0
N_23_55,23.0,55.0
N_23_56,23.0,56.0
N_23_57,23.0,57.0
N_23_58,23.0,58.0
N_23_59,23.0,59.0
N_23_6,23.0,6.0
N_23_60,23.0,60.0
N_23_61,23.0,61.0
N_23_62,23.0,62.0
N_23_63,23.0,63.0
N_23_64,23.0,64.0
N_23_65,23.0,65.0
N_23_66,23.0,66.0
N_23_67,23.0,67.0
N_23_68,23.0,68.0
N_23_69,23.0,69.0
N_23_7,23.0,7.0
N_23_70,23.0,70.0
N_23_71,23.0,71.0
N_23_72,23.0,72.0
N_23_73,23.0,73.0
N_23_74,23.0,74.0
N_23_75,23.0,75.0
N_23_76,23.0,76.0
N_23_77,23.0,77.0
N_23_78,23.0,78.0
N_23_79,23.0,79.0
N_23_8,23.0,8.0
N_23_80,23.0,80.0
N_23_81,23.0,81.0
N_23_82,23.0,82.0
N_23_83,23.0,83.0
N_23_84,23.0,84.0
N_23_85,23.0,85.0
N_23_86,23.0,86.0
N_23_87,23.0,87.0
N_23_88,23.0,88.0
N_23_89,23.0,89.0
N_23_9,23.0,9.0
N_23_90,23.0,90.0
N_23_91,23.0,91.0
N_23_92,23.0,92.0
N_23_93,23.0,93.0
N_23_94,23.0,94.0
N_23_95,23.0,95.0
N_23_96,23.0,96.0
N_23_97,23.0,97.0
N_23_98,23.0,98.0
N_23_99,23.0,99.0
N_24_0,24.0,0.0
N_24_1,24.0,1.0
N_24_10,24.0,10.0
N_24_11,24.0,11.0
N_24_12,24.0,12.0
N_24_13,24.0,13.0
N_24_14,24.0,14.0
N_24_15,24.0,15.0
N_24_16,24.0,16.0
N_24_17,24.0,17.0
N_24_18,24.0,18.0
N_24_19,24.0,19.0
N_24_2,24.0,2.0
N_24_20,24.0,20.0
N_24_21,24.0,21.0
N_24_22,24.0,22.0
N_24_23,24.0,23.0
N_24_24,24.0,24.0
N_24_25,24.0,25.0
N_24_26,24.0,26.0
N_24_27,24.0,27.0
N_24_28,24.0,28.0
N_24_29,24.0,29.0
N_24_3,24.0,3.0
N_24_30,24.0,30.0
N_24_31,24.0,31.0
N_24_32,24.0,32.0
N_24_33,24.0,33.0
N_24_34,24.0,34.0
N_24_35,24.0,35.0
N_24_36,24.0,36.0
N_24_37,24.0,37.0
N_24_38,24.0,38.0
N_24_39,24.0,39.0
N_24_4,24.0,4.0
N_24_40,24.0,40.0
N_24_41,24.0,41.0
N_24_42,24.0,42.0
N_24_43,24.0,43.0
N_24_44,24.0,44.0
N_24_45,24.0,45.0
N_24_46,24.0,46.0
N_24_47,24.0,47.0
N_24_48,24.0,48.0
N_24_49,24.0,49.0
N_24_5,24.0,5.0
N_24_50,24.0,50.0
N_24_51,24.0,51.0
N_24_52,24.0,52.0
N_24_53,24.0,53.0
N_24_54,24.0,54.0
N_24_55,24.0,55.0
N_24_56,24.0,56.0
N_24_57,24.0,57.0
N_24_58,24.0,58.0
N_24_59,24.0,59.0
N_24_6,24.0,6.0
N_24_60,24.0,60.0
N_24_61,24.0,61.0
N_24_62,24.0,62.0
N_24_63,24.0,63.0
N_24_64,24.0,64.0
N_24_65,24.0,65.0
N_24_66,24.0,66.0
N_24_67,24.0,67.0
N_24_68,24.0,68.0
N_24_69,24.0,69.0
N_24_7,24.0,7.0
N_24_70,24.0,70.0
N_24_71,24.0,71.0
N_24_72,24.0,72.0
N_24_73,24.0,73.0
N_24_74,24.0,74.0
N_24_75,24.0,75.0
N_24_76,24.0,76.0
N_24_77,24.0,77.0
N_24_78,24.0,78.0
N_24_79,24.0,79.0
N_24_8,24.0,8.0
N_24_80,24.0,80.0
N_24_81,24.0,81.0
N_24_82,24.0,82.0
N_24_83,24.0,83.0
N_24_84,24.0,84.0
N_24_85,24.0,85.0
N_24_86,24.0,86.0
N_24_87,24.0,87.0
N_24_88,24.0,88.0
N_24_89,24.0,89.0
N_24_9,24.0,9.0
N_24_90,24.0,90.0
N_24_91,24.0,91.0
N_24_92,24.0,92.0
N_24_93,24.0,93.0
N_24_94,24.0,94.0
N_24_95,24.0,95.0
N_24_96,24.0,96.0
N_24_97,24.0,97.0
N_24_98,24.0,98.0
N_24_99,24.0,99.0
N_25_0,25.0,0.0
N_25_1,25.0,1.0
N_25_10,25.0,10.0
N_25_11,25.0,11.0
N_25_12,25.0,12.0
N_25_13,25.0,13.0
N_25_14,25.0,14.0
N_25_15,25.0,15.0
N_25_16,25.0,16.0
N_25_17,25.0,17.0
N_25_18,25.0,18.0
N_25_19,25.0,19.0
N_25_2,25.0,2.0
N_25_20,25.0,20.0
N_25_21,25.0,21.0
N_25_22,25.0,22.0
N_25_23,25.0,23.0
N_25_24,25.0,24.0
N_25_25,25.0,25.0
N_25_26,25.0,26.0
N_25_27,25.0,27.0
N_25_28,25.0,28.0
N_25_29,25.0,29.0
N_25_3,25.0,3.0
N_25_30,25.0,30.0
N_25_31,25.0,31.0
N_25_32,25.0,32.0
N_25_33,25.0,33.0
N_25_34,25.0,34.0
N_25_35,25.0,35.0
N_25_36,25.0,36.0
N_25_37,25.0,37.0
N_25_38,25.0,38.0
N_25_39,25.0,39.0
N_25_4,25.0,4.0
N_25_40,25.0,40.0
N_25_41,25.0,41.0
N_25_42,25.0,42.0
N_25_43,25.0,43.0
N_25_44,25.0,44.0
N_25_45,25.0,45.0
N_25_46,25.0,46.0
N_25_47,25.0,47.0
N_25_48,25.0,48.0
N_25_49,25.0,49.0
N_25_5,25.0,5.0
N_25_50,25.0,50.0
N_25_51,25.0,51.0
N_25_52,25.0,52.0
N_25_53,25.0,53.0
N_25_54,25.0,54.0
N_25_55,25.0,55.0
N_25_56,25.0,56.0
N_25_57,25.0,57.0
N_25_58,25.0,58.0
N_25_59,25.0,59.0
N_25_6,25.0,6.0
N_25_60,25.0,60.0
N_25_61,25.0,61.0
N_25_62,25.0,62.0
N_25_63,25.0,63.0
N_25_64,25.0,64.0
N_25_65,25.0,65.0
N_25_66,25.0,66.0
N_25_67,25.0,67.0
N_25_68,25.0,68.0
N_25_69,25.0,69.0
N_25_7,25.0,7.0
N_25_70,25.0,70.0
N_25_71,25.0,71.0
N_25_72,25.0,72.0
N_25_73,25.0,73.0
N_25_74,25.0,74.0
N_25_75,25.0,75.0
N_25_76,25.0,76.0
N_25_77,25.0,77.0
N_25_78,25.0,78.0
N_25_79,25.0,79.0
N_25_8,25.0,8.0
N_25_80,25.0,80.0
N_25_81,25.0,81.0
N_25_82,25.0,82.0
N_25_83,25.0,83.0
N_25_84,25.0,84.0
N_25_85,25.0,85.0
N_25_86,25.0,86.0
N_25_87,25.0,87.0
N_25_88,25.0,88.0
N_25_89,25.0,89.0
N_25_9,25.0,9.0
N_25_90,25.0,90.0
N_25_91,25.0,91.0
N_25_92,25.0,92.0
N_25_93,25.0,93.0
N_25_94,25.0,94.0
N_25_95,25.0,95.0
N_25_96,25.0,96.0
N_25_97,25.0,97.0
N_25_98,25.0,98.0
N_25_99,25.0,99.0
N_26_0,26.0,0.0
N_26_1,26.0,1.0
N_26_10,26.0,10.0
N_26_11,26.0,11.0
N_26_12,26.0,12.0
N_26_13,26.0,13.0
N_26_14,26.0,14.0
N_26_15,26.0,15.0
N_26_16,26.0,16.0
N_26_17,26.0,17.0
N_26_18,26.0,18.0
N_26_19,26.0,19.0
N_26_2,26.0,2.0
N_26_20,26.0,20.0
N_26_21,26.0,21.0
N_26_22,26.0,22.0
N_26_23,26.0,23.0
N_26_24,26.0,24.0
N_26_25,26.0,25.0
N_26_26,26.0,26.0
N_26_27,26.0,27.0
N_26_28,26.0,28.0
N_26_29,26.0,29.0
N_26_3,26.0,3.0
N_26_30,26.0,30.0
N_26_31,26.0,31.0
N_26_32,26.0,32.0
N_26_33,26.0,33.0
N_26_34,26.0,34.0
N_26_35,26.0,35.0
N_26_36,26.0,36.0
N_26_37,26.0,37.0
N_26_38,26.0,38.0
N_26_39,26.0,39.0
N_26_4,26.0,4.0
N_26_40,26.0,40.0
N_26_41,26.0,41.0
N_26_42,26.0,42.0
N_26_43,26.0,43.0
N_26_44,26.0,44.0
N_26_45,26.0,45.0
N_26_46,26.0,46.0
N_26_47,26.0,47.0
N_26_48,26.0,48.0
N_26_49,26.0,49.0
N_26_5,26.0,5.0
N_26_50,26.0,50.0
N_26_51,26.0,51.0
N_26_52,26.0,52.0
N_26_53,26.0,53.0
N_26_54,26.0,54.0
N_26_55,26.0,55.0
N_26_56,26.0,56.0
N_26_57,26.0,57.0
N_26_58,26.0,58.0
N_26_59,26.0,59.0
N_26_6,26.0,6.0
N_26_60,26.0,60.0
N_26_61,26.0,61.0
N_26_62,26.0,62.0
N_26_63,26.0,63.0
N_26_64,26.0,64.0
N_26_65,26.0,65.0
N_26_66,26.0,66.0
N_26_67,26.0,67.0
N_26_68,26.0,68.0
N_26_69,26.0,69.0
N_26_7,26.0,7.0
N_26_70,26.0,70.0
N_26_71,26.0,71.0
N_26_72,26.0,72.0
N_26_73,26.0,73.0
N_26_74,26.0,74.0
N_26_75,26.0,75.0
N_26_76,26.0,76.0
N_26_77,26.0,77.0
N_26_78,26.0,78.0
N_26_79,26.0,79.0
N_26_8,26.0,8.0
N_26_80,26.0,80.0
N_26_81,26.0,81.0
N_26_82,26.0,82.0
N_26_83,26.0,83.0
N_26_84,26.0,84.0
N_26_85,26.0,85.0
N_26_86,26.0,86.0
N_26_87,26.0,87.0
N_26_88,26.0,88.0
N_26_89,26.0,89.0
N_26_9,26.0,9.0
N_26_90,26.0,90.0
N_26_91,26.0,91.0
N_26_92,26.0,92.0
N_26_93,26.0,93.0
N_26_94,26.0,94.0
N_26_95,26.0,95.0
N_26_96,26.0,96.0
N_26_97,26.0,97.0
N_26_98,26.0,98.0
N_26_99,26.0,99.0
N_27_0,27.0,0.0
N_27_1,27.0,1.0
N_27_10,27.0,10.0
N_27_11,27.0,11.0
N_27_12,27.0,12.0
N_27_13,27.0,13.0
N_27_14,27.0,14.0
N_27_15,27.0,15.0
N_27_16,27.0,16.0
N_27_17,27.0,17.0
N_27_18,27.0,18.0
N_27_19,27.0,19.0
N_27_2,27.0,2.0
N_27_20,27.0,20.0
N_27_21,27.0,21.0
N_27_22,27.0,22.0
N_27_23,27.0,23.0
N_27_24,27.0,24.0
N_27_25,27.0,25.0
N_27_26,27.0,26.0
N_27_27,27.0,27.0
N_27_28,27.0,28.0
N_27_29,27.0,29.0
N_27_3,27.0,3.0
N_27_30,27.0,30.0
N_27_31,27.0,31.0
N_27_32,27.0,32.0
N_27_33,27.0,33.0
N_27_34,27.0,34.0
N_27_35,27.0,35.0
N_27_36,27.0,36.0
N_27_37,27.0,37.0
N_27_38,27.0,38.0
N_27_39,27.0,39.0
N_27_4,27.0,4.0
N_27_40,27.0,40.0
N_27_41,27.0,41.0
N_27_42,27.0,42.0
N_27_43,27.0,43.0
N_27_44,27.0,44.0
N_27_45,27.0,45.0
N_27_46,27.0,46.0
N_27_47,27.0,47.0
N_27_48,27.0,48.0
N_27_49,27.0,49.0
N_27_5,27.0,5.0
N_27_50,27.0,50.0
N_27_51,27.0,51.0
N_27_52,27.0,52.0
N_27_53,27.0,53.0
N_27_54,27.0,54.0
N_27_55,27.0,55.0
N_27_56,27.0,56.0
N_27_57,27.0,57.0
N_27_58,27.0,58.0
N_27_59,27.0,59.0
N_27_6,27.0,6.0
N_27_60,27.0,60.0
N_27_61,27.0,61.0
N_27_62,27.0,62.0
N_27_63,27.0,63.0
N_27_64,27.0,64.0
N_27_65,27.0,65.0
N_27_66,27.0,66.0
N_27_67,27.0,67.0
N_27_68,27.0,68.0
N_27_69,27.0,69.0
N_27_7,27.0,7.0
N_27_70,27.0,70.0
N_27_71,27.0,71.0
N_27_72,27.0,72.0
N_27_73,27.0,73.0
N_27_74,27.0,74.0
N_27_75,27.0,75.0
N_27_76,27.0,76.0
N_27_77,27.0,77.0
N_27_78,27.0,78.0
N_27_79,27.0,79.0
N_27_8,27.0,8.0
N_27_80,27.0,80.0
N_27_81,27.0,81.0
N_27_82,27.0,82.0
N_27_83,27.0,83.0
N_27_84,27.0,84.0
N_27_85,27.0,85.0
N_27_86,27.0,86.0
N_27_87,27.0,87.0
N_27_88,27.0,88.0
N_27_89,27.0,89.0
N_27_9,27.0,9.0
N_27_90,27.0,90.0
N_27_91,27.0,91.0
N_27_92,27.0,92.0
N_27_93,27.0,93.0
N_27_94,27.0,94.0
N_27_95,27.0,95.0
N_27_96,27.0,96.0
